#{"t_start": 1744637811.195387, "env_id": "None"}
r,l,t006.465574,1,8.80.06.468197,1,1000.0,1,0.0,1,8.81-20.181143,1,5.455.53342,1,6.0570-24.0.0,1,11.0-6.2579-23.529235,1,110.0,1,6.107529
0.0,1,4.2-8020.623176,5341,35.336987
-22.443096,1,35.344703
0.0,1,35.35042
0.0,1,35.357808
0.0,1,35.366049
0.0,1,35.372652
3.991487,1,35.3-10000.0,15865,122.961215
0.0,1,122.968303
0.0,1,122.976294
-18.291492,1,122.98439
0.0,1,122.991588
10.149146,1,123.00097
0.0,1,123.00866
0.0,1,123.016448
17.955799,1,123.026326
-12.13093,1,123.033597
0.0,1,123.043485
-35.644674,1,123.054057
0.0,1,123.066693
0.0,1,123.075909
0.0,1,123.088701
86.965236
0.0,1,86.97489
0.0,1,86.985272
0.0,1,86.995541
0.0,1,87.005597
0.0,1,87.013742
0.0,1,87.025542
0.0,1,87.036312
0.0,1,87.044747
3.979053,1,87.054058
0.0,1,87.063252
0.0,1,87.072055
5.349303,1,87.080762
-0.049144,1,87.090034
-18.585195,1,87.098104
0.0,1,87.106883
0.0,1,87.116014
-17.991403,1,87.126384
0.0,1,87.1344
3.233202,1,87.144175
0.0,1,87.151426
0.0,1,87.160274
22.027735,1,87.172779
0.0,1,87.183667
0.0,1,87.192319
0.0,-10000.0,8688,90.793288
0.0,1,90.799924
0.0,1,90.808448
0.0,1,90.817946
0.0,1,90.825611
0.0,1,90.833862
8.131352,1,90.842019
0.0,1,90.850662
-39.540484,1,90.858932
0.0,1,90.867572
6.793723,1,90.875693
-2.62901,1,90.88493
-32.825687,1,90.893565
0.0,1,90.903215
0.0,1,90.911404
0.0,1,90.920026
0.0,1,90.930683
0.0,1,90.939432
0.0,1,90.949198
0.0,1,90.960559
0.0,1,90.97303-10000.0,15267,124.844888
0.0,1,124.852704
0.0,1,124.862407
0.0,1,124.870933
0.0,1,124.879318
0.0,1,124.888781-10000.0,17352,145.149873
0.0,1,145.158438
8.361069,1,145.170427
0.0,1,145.179355
0.0,1,145.187471
0.0,1,145.196756
0.0,1,145.207952
0.0,1,145.216617
0.0,1,145.224777
0.0,1,145.234504
0.0,1,145.24268
-19.402703,1,145.252562
13.666397,1,145.260202
0.0,1,145.268744
0.0,1,145.281028
0.0,1,145.289531-10000.0,4230,149.539497
-7.390547,1,149.548022
0.0,1,149.556574
0.0,1,149.565346
0.0,1,149.573805
0.0,1,149.582446
-17.088863,1,149.590982
24.102015,1,149.599816
0.0,1,149.608081
0.0,1,149.617186
20.338921,1,149.627409
0.0,1,149.63754
0.0,1,149.649049
0.0,1,149.658843
0.0,1,149.668987
0.0,1,149.678418
0.0,1,149.687791
0.0,1,149.698437
-41.857892,1,149.707293
0.0,1,149.7163
0.0,1,149.725098
0.0,1,149.733372
0.0,1,149.74223
0.0,1,149.752182
145.512794
0.0,1,145.522602
0.0,1,145.534834
0.0,1,145.542828
0.0,1,145.552042
11.198368,1,145.560774
0.0,1,145.567888
0.0,1,145.575998
0.0,1,145.584751
0.0,1,145.594967
-41.102562,1,145.603426
0.0,1,145.611201
0.0,1,145.62372
-13.792224,1,145.63236
-15.774455,1,145.639987
0.0,1,145.648605
0.0,1,145.658587
0.0,1,145.665837
0.0,1,145.674617
0.0,1,145.68401
0.0,1,145.6943
0.0,1,145.704139
15.188065,1,145.717843
0.0,1,145.726711
3.415839,1,145.736274
0.0,1,145.745713
0.0,1,145.755915
-33.097838,1,145.767843
0.0,1,145.7792
0.0,1,145.793665
0.0,1,145.805499
0.0,1,145.820294
0.0,1,145.831535
-37.834168,1,145.843592
0.0,1,145.856213
1.919339,1,145.867786
0.0,1,145.882581
0.0,1,145.896318
21.891376,1,145.91356
42.680028,1,145.930203
0.0,1,145.94295
0.0,1,145.958794
0.0,1,145.976244
0.0,1,145.988091
-9.28069,1,146.002795
0.0,1,146.01608
-0.84435,1,146.028464
0.0,1,146.043826
0.0,1,146.056552
0.0,1,146.072546
-6.235289,1,146.093206
-25.228312,1,146.104145
0.0-10000.0,5742,147.610702
0.0,1,147.618852
12.438774,1,147.629723
-21.972031,1,147.638638
0.0,1,147.646285
0.0,1,147.657592
-55.535509,1,147.66954
-15.903691,1,147.679193
0.0,1,147.690956
-2.586542,1,147.700197
0.0,1,147.708409
8.592515,1,147.717175
0.0,1,147.725677
0.0,1,147.734227
25.468481,1,147.742302
-36.113111,1,147.752004
0.0,1,147.760638
0.0,1,147.768791
-16.401345,1,147.776825
-8.334136,1,147.785273
-55.462416,1,147.793454
0.0,1,147.807082
417594
0.0,1,146.433557
0.0,1,146.44731
0.0,1,146.467248
2.567934,1,146.478138
0.0,1,146.49657
0.0,1,146.509174
0.0,1,146.527324
0.0,1,146.540199
0.0,1,146.557637
14.362758,1,146.570656
2.899291,1,146.584774
0.0,1,146.594474
0.974601,1,146.606172
0.0,1,146.618707
0.0,1,146.631774
0.0,1,146.643481
0.0,1,146.655733
-40.100232,1,146.665775
-0.931038,1,146.678513
-25.08157,1,146.68911
4.899074,1,146.704617
0.0,1,146.71522
-5.317788,1,146.725529
11.931986,1,146.740649
0.0,1,146-10000.0,4919,156.0782
0.0,1,156.087264
0.0,1,156.096851
0.0,1,156.105655
-24.425798,1,156.115007
0.0,1,156.123187
0.0,1,156.131968
0.0,1,156.141011
0.0,1,156.152427
0.0,1,156.161888
8.744904,1,156.17202
-8.377261,1,156.181301
-11.254254,1,156.19406
0.0,1,156.202855
0.0,1,156.211055
2.195185,1,156.220669
0.0,1,156.22961
0.0,1,156.238983
8
0.0,1,150.123166
0.0,1,150.133446
-34.883643,1,150.147447
0.0,1,150.158302
0.0,1,150.173356
0.0,1,150.183732
0.0,1,150.196518
0.0,1,150.20758
0.0,1,150.219429
0.0,1,150.229147
0.0,1,150.238826
0.0,1,150.250248
-24.57406,1,150.259448
0.0,1,150.269077
0.0,1,150.278391
0.0,1,150.287061
0.0,1,150.297792
-48.07397,1,150.309351
0.0,1,150.320024
0.0,1,150.331727
0.0,1,150.343367
0.0,1,150.349446
0.0,1,150.359627
0.0,1,150.368959
0.0,1,150.377892
-29.359967,1,150.387713
-20.594707,1,150.395852
-24.014057,1,150.405379
-10000.0,937,159.805131
-26.303576,1,159.814792
0.0,1,159.827178
-46.036803,1,159.838052
12.014112,1,159.847215
0.0,1,159.857248
0.0,1,159.865372
0.0,1,159.873635
0.0,1,159.882282
0.0,1,159.892427
14.594913,1,159.908977
,1,95.288926
0.0,1,95.296891
0.0,1,95.305145
0.0,1,95.314704
20.54174,1,95.322216
0.0,1,95.33116
-22.207766,1,95.339362
5.641175,1,95.348642
0.0,1,95.356799
4.760069,1,95.365442
0.0,1,95.373711
-23.864168,1,95.382351
-21.50817,1,95.390472
-34.149698,1,95.399196
0.0,1,95.408345
0.0,1,95.416984
0.0,1,95.425176
0.0,1,95.433777
0.0,1,95.443426
0.0,1,95.454212
8.293677,1,95.463465
0.0,1,95.475339
-14.068402,1,95.486792
0.0,1,95.496308
0.0,1,95.505358
19.491659,1,95.515043
0.0,1,95.525167
0.0,1,95.535339
26.206965,1,95.545182
-12.365023,1,95.554882
0.0,1,95.563682
